grant_id,project_title,faculty_name,institution,award_amount,start_date,abstract
7414184,Puebla Preclassic,Melvin L Fowler,University of Wisconsin-Milwaukee,96500.0,09/01/1974,Research project focused on Puebla Preclassic at University of Wisconsin-Milwaukee.
7414187,Anisotropically Loaded Microwave Waveguiding and Component  Structures,Donald M Bolle,Brown University,39500.0,03/01/1975,Research project focused on Anisotropically Loaded Microwave Waveguiding and Component  Structures at Brown University.
7414190,Dissertation Research: Socioecology of Macaca Fascicularis,Peter S Rodman,University of California-Davis,6600.0,08/01/1974,Research project focused on Dissertation Research: Socioecology of Macaca Fascicularis at University of California-Davis.
7414191,Research on the Initial-Value Problem of Gravitation,James W York,University of North Carolina at Chapel Hill,38500.0,07/01/1974,Research project focused on Research on the Initial-Value Problem of Gravitation at University of North Carolina at Chapel Hill.
7414202,Measurement of the Effectiveness of Local Manpowerprograms,Phillip L Carter,Michigan State University,154300.0,06/15/1974,Research project focused on Measurement of the Effectiveness of Local Manpowerprograms at Michigan State University.
7414225,Petrology and Thermal History of the Upper Mantle Beneath   Southern Africa,Francis R Boyd,Carnegie Institution of Washington,20200.0,09/01/1974,Research project focused on Petrology and Thermal History of the Upper Mantle Beneath   Southern Africa at Carnegie Institution of Washington.
7414250,A Study of Service Pricing and Urban Development,L. A Dougharty,Rand Corporation,0.0,06/01/1974,Research project focused on A Study of Service Pricing and Urban Development at Rand Corporation.
7414280,Equilibrium and Mass Transfer Among Minerals and Aqueous    Solutions at High Pressures and Temperatures,DATA NOT AVAILABLE,University of California-Berkeley,213400.0,10/01/1974,Research project focused on Equilibrium and Mass Transfer Among Minerals and Aqueous    Solutions at High Pressures and Temperatures at University of California-Berkeley.
7414283,The Theory and Design of Modular Computing Systems,Unknown Faculty,William Marsh Rice University,121700.0,01/01/1975,Research project focused on The Theory and Design of Modular Computing Systems at William Marsh Rice University.
7414285,"High-Resolution Optical Measurements, Atomic Hyperfine      Structure and Isotope Shift",H.Henry Stroke,New York University,177200.0,09/01/1974,"Research project focused on High-Resolution Optical Measurements, Atomic Hyperfine      Structure and Isotope Shift at New York University."
7414313,Measurement of the Effectiveness of Municipal Environment And Disease Control Program.,Unknown Faculty,Tarp Inc,166596.0,06/15/1974,Research project focused on Measurement of the Effectiveness of Municipal Environment And Disease Control Program. at Tarp Inc.
7414323,Measurement of the Effectiveness of Municipal     Fire ProteCtion Services,Philip S Schaenman,Urban Institute,0.0,08/01/1974,Research project focused on Measurement of the Effectiveness of Municipal     Fire ProteCtion Services at Urban Institute.
7414352,Capital Planning and Budgeting Under Uncertainty- Water and Sewer Plant,Unknown Faculty,Curran Associates,112700.0,06/01/1974,Research project focused on Capital Planning and Budgeting Under Uncertainty- Water and Sewer Plant at Curran Associates.
7414356,Dynamics of Rotating Stratified Fluids,Unknown Faculty,Massachusetts Institute of Technology,100300.0,09/01/1974,Research project focused on Dynamics of Rotating Stratified Fluids at Massachusetts Institute of Technology.
7414362,The Fate of Trace Metals in the Marine Environment,James W Murray,University of Washington,126000.0,09/01/1974,Research project focused on The Fate of Trace Metals in the Marine Environment at University of Washington.
7414367,Application of Soft Mode Analysis to Thelattice Dynamics of Dna and Rna Helices,Earl W Prohofsky,Purdue University,75000.0,12/01/1975,Research project focused on Application of Soft Mode Analysis to Thelattice Dynamics of Dna and Rna Helices at Purdue University.
7414371,Evolution of Warning Coloration and Mimicry in Salamanders,Unknown Faculty,Southern Illinois University at Carbondale,30000.0,04/01/1975,Research project focused on Evolution of Warning Coloration and Mimicry in Salamanders at Southern Illinois University at Carbondale.
7414372,Dynamical Scaling of Phase Transitions,Richard A Ferrell,"University of Maryland, College Park",115800.0,10/01/1974,"Research project focused on Dynamical Scaling of Phase Transitions at University of Maryland, College Park."
7414379,Semantic Processing and Free Recall,Gordon Wood,Michigan State University,39200.0,07/01/1974,Research project focused on Semantic Processing and Free Recall at Michigan State University.
7414394,Developmental Analyses of Blastocladiella         Emersonii,David R Sonneborn,University of Wisconsin-Madison,247600.0,05/01/1974,Research project focused on Developmental Analyses of Blastocladiella         Emersonii at University of Wisconsin-Madison.
7414405,Electron Transfer Reactions of Metal Complexes,Thomas J Meyer,University of North Carolina at Chapel Hill,83100.0,06/01/1974,Research project focused on Electron Transfer Reactions of Metal Complexes at University of North Carolina at Chapel Hill.
7414413,"Synthesis and Structural Study of Inorganic and Organotin   (Ii) and (Iv) Difluorophosphates, Phosphodithiolates, and   Dithiophosphinates",Jerold J Zuckerman,SUNY at Albany,56700.0,04/01/1975,"Research project focused on Synthesis and Structural Study of Inorganic and Organotin   (Ii) and (Iv) Difluorophosphates, Phosphodithiolates, and   Dithiophosphinates at SUNY at Albany."
7414415,An Investigation of Hydrothermal Activity in the Famous Area,Heinrich D Holland,Harvard University,101300.0,04/01/1974,Research project focused on An Investigation of Hydrothermal Activity in the Famous Area at Harvard University.
7414428,Metastable Particles of Atmospheric Importance,Roger Sheridan,University of Alaska Fairbanks Campus,78700.0,08/01/1974,Research project focused on Metastable Particles of Atmospheric Importance at University of Alaska Fairbanks Campus.
7414434,Biochemical and Genetic Investigation of the Translational  Initiation Region of the Riib Cistron of Bacteriophage T4,Lawrence M Gold,University of Colorado at Boulder,50000.0,11/01/1974,Research project focused on Biochemical and Genetic Investigation of the Translational  Initiation Region of the Riib Cistron of Bacteriophage T4 at University of Colorado at Boulder.
7414436,Electronic and Magnetic Properties of Macromolecules,Unknown Faculty,Yale University,56000.0,06/01/1974,Research project focused on Electronic and Magnetic Properties of Macromolecules at Yale University.
7414437,Topographical Information Systems,Allan H Schmidt,Harvard University,243400.0,10/15/1974,Research project focused on Topographical Information Systems at Harvard University.
7414438,Impurity Lattice Dynamics From Mossbauer Spectroscopy of Co-Fe 57,Unknown Faculty,Portland State University,58000.0,09/01/1974,Research project focused on Impurity Lattice Dynamics From Mossbauer Spectroscopy of Co-Fe 57 at Portland State University.
7414439,Thermohaline Convection Study of Oceanic Microstructure,Juri Toomre,University of Colorado at Boulder,89200.0,01/01/1900,Research project focused on Thermohaline Convection Study of Oceanic Microstructure at University of Colorado at Boulder.
7414443,Spectroscopic Investigation of Cooperative Phenomena in Inorganic Clusters and Linear Chains,Unknown Faculty,Washington State University,145700.0,09/01/1974,Research project focused on Spectroscopic Investigation of Cooperative Phenomena in Inorganic Clusters and Linear Chains at Washington State University.
7414445,Constructing Programs From Example Calculations,Alan W Biermann,Duke University,186800.0,05/01/1975,Research project focused on Constructing Programs From Example Calculations at Duke University.
7414446,Substrate Discontinuity As an Isolating Mechanism in the    Differentiation of Lichen-Forming Fungi,William L Culberson,Duke University,50000.0,09/01/1974,Research project focused on Substrate Discontinuity As an Isolating Mechanism in the    Differentiation of Lichen-Forming Fungi at Duke University.
7414451,Differentiated Membrane Assembly and Interactions,Daniel Branton,Harvard University,249300.0,07/01/1974,Research project focused on Differentiated Membrane Assembly and Interactions at Harvard University.
7414455,Structural Systematics and Bonding in Organometallic        Complexes,Lawrence F Dahl,University of Wisconsin-Madison,254400.0,04/01/1974,Research project focused on Structural Systematics and Bonding in Organometallic        Complexes at University of Wisconsin-Madison.
7414458,High Energy Radiation For Textiles- Evaluation and          Development of a New Technology,William K Walsh,North Carolina State University,310400.0,05/01/1974,Research project focused on High Energy Radiation For Textiles- Evaluation and          Development of a New Technology at North Carolina State University.
7414459,To Investigate the Socio-Economic Consequences of Prepaid Legal Services,Unknown Faculty,Futures Group Inc,94000.0,01/01/1900,Research project focused on To Investigate the Socio-Economic Consequences of Prepaid Legal Services at Futures Group Inc.
7414461,Activation of the Development of Bacteriophage Lambda,Naomi C Franklin,Stanford University,161300.0,06/01/1974,Research project focused on Activation of the Development of Bacteriophage Lambda at Stanford University.
7414465,Fundamentals of Directional Solidification,Unknown Faculty,Massachusetts Institute of Technology,175700.0,09/15/1974,Research project focused on Fundamentals of Directional Solidification at Massachusetts Institute of Technology.
7414483,Cooperative Program For the Triaxial Testing of Concrete,Michael A Taylor,University of California-Davis,33700.0,09/15/1974,Research project focused on Cooperative Program For the Triaxial Testing of Concrete at University of California-Davis.
7414484,Nuclear Resonance Studies of Hapten Antibody Reactions,Unknown Faculty,"Yeshiva University, Albert Einstein College of Medicine",30000.0,12/01/1974,"Research project focused on Nuclear Resonance Studies of Hapten Antibody Reactions at Yeshiva University, Albert Einstein College of Medicine."
7414485,"Survey of Graduate Science Student Support, Fall, 1973 (C872)",Unknown Faculty,Westat Inc,341490.0,02/15/1974,"Research project focused on Survey of Graduate Science Student Support, Fall, 1973 (C872) at Westat Inc."
7414524,Acquisition of an Ion Beam Thinning System,Herbert Herman,SUNY at Stony Brook,,04/15/1974,Research project focused on Acquisition of an Ion Beam Thinning System at SUNY at Stony Brook.
7414532,Petrographic and Chemical Investigations of Deep Crustal    Fragments From the Kilbourne Hole and Potrillo Maare Ejecta,James L Carter,University of Texas at Dallas,37700.0,10/01/1974,Research project focused on Petrographic and Chemical Investigations of Deep Crustal    Fragments From the Kilbourne Hole and Potrillo Maare Ejecta at University of Texas at Dallas.
7414534,Helminth Parasites,Horace W Stunkard,American Museum Natural History,20000.0,01/01/1975,Research project focused on Helminth Parasites at American Museum Natural History.
7414550,The Academic Physicist in the 17th and 18th Centuries,John L Heilbron,University of California-Berkeley,3400.0,07/01/1974,Research project focused on The Academic Physicist in the 17th and 18th Centuries at University of California-Berkeley.
7414560,Dna-Specific Components Associated With Host- Parasite Incompatibility,Unknown Faculty,Washington State University,45200.0,10/01/1974,Research project focused on Dna-Specific Components Associated With Host- Parasite Incompatibility at Washington State University.
7414562,Workshop On:  Inelastic Constitutive Equations For Metals.  Experimentation - Representation - Computation,Erhard Krempl,Rensselaer Polytechnic Institute,0.0,01/01/1900,Research project focused on Workshop On:  Inelastic Constitutive Equations For Metals.  Experimentation - Representation - Computation at Rensselaer Polytechnic Institute.
7414563,Plant Protoplasts and Virus Disease Resistance,James F Shepard,Montana State University,44900.0,12/01/1974,Research project focused on Plant Protoplasts and Virus Disease Resistance at Montana State University.
7414574,Situated Identities and Social Influence Processes,Norman C Alexander,University of Iowa,59200.0,09/01/1974,Research project focused on Situated Identities and Social Influence Processes at University of Iowa.
7414577,A Study of the Interrelation of Hydrogen-Assisted Cracking  And Impurity-Induced Intergranular Weakening in Alloy Steels,Unknown Faculty,University of Pennsylvania,86800.0,09/01/1974,Research project focused on A Study of the Interrelation of Hydrogen-Assisted Cracking  And Impurity-Induced Intergranular Weakening in Alloy Steels at University of Pennsylvania.
7414580,"Finite Dimensional Pointed Hopf Algebras, and a General     Character Theory For Hopf Algebras",Albert E Radford,LAWRENCE UNIVERSITY OF WISCONSIN,64800.0,06/01/1974,"Research project focused on Finite Dimensional Pointed Hopf Algebras, and a General     Character Theory For Hopf Algebras at LAWRENCE UNIVERSITY OF WISCONSIN."
7414586,The Use of Meteorological Services in Energy Conservation   Programs,Unknown Faculty,Environmental Research & Tech,20200.0,04/15/1974,Research project focused on The Use of Meteorological Services in Energy Conservation   Programs at Environmental Research & Tech.
7414593,Time-Of-Flight Experiments With Metastable Atoms and        Molecules,Jens C Zorn,Regents of the University of Michigan - Ann Arbor,88400.0,07/01/1974,Research project focused on Time-Of-Flight Experiments With Metastable Atoms and        Molecules at Regents of the University of Michigan - Ann Arbor.
7414597,"Fourier Transform Electrochemical Relaxation Methods- a     Study of Theory, Applications, and Instrumentation",Donald E Smith,Northwestern University,176300.0,09/01/1974,"Research project focused on Fourier Transform Electrochemical Relaxation Methods- a     Study of Theory, Applications, and Instrumentation at Northwestern University."
7414598,An Environmental Study of the Biomethylated Elements,Robert S Braman,University of South Florida,131000.0,01/01/1900,Research project focused on An Environmental Study of the Biomethylated Elements at University of South Florida.
7414649,"Geochemistries of Mercury, Arsenic, and Other     Metals in Puget Sound",Roy Carpenter,University of Washington,159000.0,06/01/1974,"Research project focused on Geochemistries of Mercury, Arsenic, and Other     Metals in Puget Sound at University of Washington."
7414650,A Phase Transformation Model For Stress Corrosion,William A Tiller,Stanford University,49700.0,11/01/1974,Research project focused on A Phase Transformation Model For Stress Corrosion at Stanford University.
7414658,Combusion in Turbulent Flows,Unknown Faculty,Iowa State University,47000.0,07/15/1974,Research project focused on Combusion in Turbulent Flows at Iowa State University.
7414665,Responses of Mammals to the Thermal Environment,Mary Ann Baker,University of Southern California,37800.0,09/01/1974,Research project focused on Responses of Mammals to the Thermal Environment at University of Southern California.
7414670,Paleomagnetic Stratigraphy of the Late Paleozoic,Peter N Shive,University of Wyoming,55000.0,05/02/1974,Research project focused on Paleomagnetic Stratigraphy of the Late Paleozoic at University of Wyoming.
7414672,Nutritional Potentials in Coral Reefs,Unknown Faculty,Yale University,29000.0,09/01/1974,Research project focused on Nutritional Potentials in Coral Reefs at Yale University.
7414677,Investigation of Mesonic Exchange Effects on the            Magnetization and Charge Density of Few-Nucleon Nuclear     Systems,Evangelos Hadjimichael,Fairfield University,9100.0,06/01/1974,Research project focused on Investigation of Mesonic Exchange Effects on the            Magnetization and Charge Density of Few-Nucleon Nuclear     Systems at Fairfield University.
7414680,College Faculty Workshop on Computer Science in Social and  Behavioral Science Education,Daniel E Bailey,University of Colorado at Boulder,74530.0,05/15/1974,Research project focused on College Faculty Workshop on Computer Science in Social and  Behavioral Science Education at University of Colorado at Boulder.
7414683,College Faculty Workshop on Transitional Policy Analysis,J. M Rochester,International Studies Association,68170.0,05/15/1974,Research project focused on College Faculty Workshop on Transitional Policy Analysis at International Studies Association.
7414691,College Faculty Workshop on Computer-Based        InterdisciPlinary Self-Instructional Modules,Harold Weinstock,Illinois Institute of Technology,141214.0,05/15/1974,Research project focused on College Faculty Workshop on Computer-Based        InterdisciPlinary Self-Instructional Modules at Illinois Institute of Technology.
7414694,Development of Computer Graphic Techniques and Applications,Unknown Faculty,Cornell University,546000.0,10/01/1974,Research project focused on Development of Computer Graphic Techniques and Applications at Cornell University.
7414698,Purchase of Cassette Recorders,Warren P Porter,University of Wisconsin-Madison,12000.0,05/15/1974,Research project focused on Purchase of Cassette Recorders at University of Wisconsin-Madison.
7414700,Transport and the Biological Effects of Molybdenum in the   Environment,Willard R Chappell,University of Colorado at Boulder,415000.0,06/12/1974,Research project focused on Transport and the Biological Effects of Molybdenum in the   Environment at University of Colorado at Boulder.
7414701,Mathematical Semantics of Very High Level Programming       Languages,Unknown Faculty,Cornell University,59600.0,09/01/1974,Research project focused on Mathematical Semantics of Very High Level Programming       Languages at Cornell University.
7414702,Research Conference on Applications of            MathematicS to Epidemiology,William J Jameson,Society For Industrial and Applied Math (SIAM),,05/15/1974,Research project focused on Research Conference on Applications of            MathematicS to Epidemiology at Society For Industrial and Applied Math (SIAM).
7414706,Theoretical and Econometric Monetary Studies,Allan H Meltzer,Carnegie-Mellon University,74300.0,09/01/1974,Research project focused on Theoretical and Econometric Monetary Studies at Carnegie-Mellon University.
7414711,Organic and Organometallic Reactions,Robert G Bergman,California Institute of Technology,137900.0,09/01/1974,Research project focused on Organic and Organometallic Reactions at California Institute of Technology.
7414718,A Research-And-Publication Proposal on Public Conceptions   Ofthe Ethical and Human Value Implications of Science,Gerald Holton,Harvard University,210115.0,08/01/1974,Research project focused on A Research-And-Publication Proposal on Public Conceptions   Ofthe Ethical and Human Value Implications of Science at Harvard University.
7414724,Social Structure of Sign Language,Unknown Faculty,Gallaudet University,65400.0,09/01/1974,Research project focused on Social Structure of Sign Language at Gallaudet University.
7414726,Studies of Cyclonic Storms in Washington State,Unknown Faculty,University of Washington,645700.0,09/01/1974,Research project focused on Studies of Cyclonic Storms in Washington State at University of Washington.
7414737,An Experimental and Theoretical Study of the Aeroelastic    Response of Tall Buildings to Wind Loadings,Unknown Faculty,University of California-Los Angeles,101400.0,03/15/1975,Research project focused on An Experimental and Theoretical Study of the Aeroelastic    Response of Tall Buildings to Wind Loadings at University of California-Los Angeles.
7414744,Mass Transfer in Sheared Suspensions,Channing R Robertson,Stanford University,61700.0,09/01/1974,Research project focused on Mass Transfer in Sheared Suspensions at Stanford University.
7414745,Liquid Immiscibility in Silicates,August F Koster van Groos,University of Illinois at Chicago,49400.0,10/15/1974,Research project focused on Liquid Immiscibility in Silicates at University of Illinois at Chicago.
7414749,Us-Ussr Program in Chemical Catalysis; the Study of         Chemisorption and Catalysis on Metal Monocrystals,W. Henry Weinberg,California Institute of Technology,51800.0,05/24/1974,Research project focused on Us-Ussr Program in Chemical Catalysis; the Study of         Chemisorption and Catalysis on Metal Monocrystals at California Institute of Technology.
7414751,A Symposium on ?the Cast Metals Industry -        ProductiviTy and Profitability?,Robert D Pehlke,Regents of the University of Michigan - Ann Arbor,,04/15/1974,Research project focused on A Symposium on ?the Cast Metals Industry -        ProductiviTy and Profitability? at Regents of the University of Michigan - Ann Arbor.
7414760,Sources of Lead in Children,Paul B Hammond,University of Cincinnati Main Campus,55800.0,03/15/1974,Research project focused on Sources of Lead in Children at University of Cincinnati Main Campus.
7414766,Shear Walls in Earthquake Resistant Stuctures,Mark Fintel,Portland Cement Association Research and Development Division,1486050.0,05/01/1974,Research project focused on Shear Walls in Earthquake Resistant Stuctures at Portland Cement Association Research and Development Division.
7414784,Cyclic Gmp Metabolism in Normal and Degenerative Retina,DATA NOT AVAILABLE,University of California-Los Angeles,69600.0,09/01/1974,Research project focused on Cyclic Gmp Metabolism in Normal and Degenerative Retina at University of California-Los Angeles.
7414786,Spectroscopy and Quantum Electronics,Arthur L Schawlow,Stanford University,573500.0,06/01/1974,Research project focused on Spectroscopy and Quantum Electronics at Stanford University.
7414788,Mechanisms of Symbiosos and Light Emision in Marine         Luminous Fishes &amp; Bacteria,Kenneth H Nealson,University of California-San Diego Scripps Inst of Oceanography,90492.0,10/01/1974,Research project focused on Mechanisms of Symbiosos and Light Emision in Marine         Luminous Fishes &amp; Bacteria at University of California-San Diego Scripps Inst of Oceanography.
7414799,Doctoral Dissertation Research in Demography and            Reproductive Strategies in Polmonate Snails,Hugh Dingle,University of Iowa,2800.0,06/01/1974,Research project focused on Doctoral Dissertation Research in Demography and            Reproductive Strategies in Polmonate Snails at University of Iowa.
7414809,Complaint Mechanisms As Alternative Legal Institutions,Laurence W Ross,University of Denver,,10/01/1974,Research project focused on Complaint Mechanisms As Alternative Legal Institutions at University of Denver.
7414810,Petroleum Industry in the Delaware Estuary,William Whipple,Rutgers University New Brunswick,1084000.0,03/15/1974,Research project focused on Petroleum Industry in the Delaware Estuary at Rutgers University New Brunswick.
7414818,Earthquake Response and Damage Prediction of Reinforced     Concrete Masonry Multistory Buildings,Gilbert A Hegemier,University of California-San Diego,1507700.0,06/01/1974,Research project focused on Earthquake Response and Damage Prediction of Reinforced     Concrete Masonry Multistory Buildings at University of California-San Diego.
7414819,Active Transport Mechanisms of Pseudomonas,Robert G Eagon,University of Georgia,52000.0,09/15/1974,Research project focused on Active Transport Mechanisms of Pseudomonas at University of Georgia.
7414822,Doctoral Dissertation Research in Anthropology,Stephen Williams,Harvard University,5600.0,06/15/1974,Research project focused on Doctoral Dissertation Research in Anthropology at Harvard University.
7414826,Coparative and Methodological Studies in Human Ecology,Unknown Faculty,SUNY at Binghamton,5400.0,03/15/1974,Research project focused on Coparative and Methodological Studies in Human Ecology at SUNY at Binghamton.
7414830,Convective Transport Studies Using Gate Radar Data,Robert A Houze,University of Washington,175500.0,04/01/1975,Research project focused on Convective Transport Studies Using Gate Radar Data at University of Washington.
7414837,Polypeptide Chain Initiation,Unknown Faculty,New York University Medical Center,50000.0,01/01/1975,Research project focused on Polypeptide Chain Initiation at New York University Medical Center.
7414843,A Study of Aerodynamic Methods to Reduce Fuel Consumption   By Present and Future Tractor-Trailers,Frank T Buchlez,"University of Maryland, College Park",184500.0,07/01/1974,"Research project focused on A Study of Aerodynamic Methods to Reduce Fuel Consumption   By Present and Future Tractor-Trailers at University of Maryland, College Park."
7414871,Instructional Scientific Equipment Program,L. D Yeager,Texas A&M University-Commerce,11000.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Texas A&M University-Commerce.
7414875,Instructional Scientific Equipment Program,Eleanor A Samworth,Skidmore College,14200.0,06/15/1974,Research project focused on Instructional Scientific Equipment Program at Skidmore College.
7414890,Coenzyme Regulation of Degradation of Bacterial Enzymes,Victor W Rodwell,Purdue University,99000.0,09/01/1974,Research project focused on Coenzyme Regulation of Degradation of Bacterial Enzymes at Purdue University.
7414918,Thin Film Solar Cells For Terrestrial Applications,Unknown Faculty,Westinghouse Electric Corporation,514100.0,01/15/1974,Research project focused on Thin Film Solar Cells For Terrestrial Applications at Westinghouse Electric Corporation.
7414923,Doctoral Disseration Research in Geography,Daniel H Janzen,Regents of the University of Michigan - Ann Arbor,2700.0,05/01/1974,Research project focused on Doctoral Disseration Research in Geography at Regents of the University of Michigan - Ann Arbor.
7414928,New Techniques in the Design of Acoustic Surface-Wave       Devices,Max Epstein,Northwestern University,44000.0,10/15/1974,Research project focused on New Techniques in the Design of Acoustic Surface-Wave       Devices at Northwestern University.
7414929,The Future of the Aerospace and Aeronautical Sciences-A     Bicentennial Horizons Program,Philip Schaub,American Institute of Aeronautics & Astronautics,25000.0,04/15/1974,Research project focused on The Future of the Aerospace and Aeronautical Sciences-A     Bicentennial Horizons Program at American Institute of Aeronautics & Astronautics.
7414933,Measurement of Circumsolar Radiation,Gabor A Somorjai,Lawrence Berkeley Laboratory,93600.0,04/01/1974,Research project focused on Measurement of Circumsolar Radiation at Lawrence Berkeley Laboratory.
7414941,Chemical and Physical Oceanography of the Antarctic         Circumpolar Current and Frontal Zones- I. Observations in   Drake Passage and Scotia Sea,T. K Treadwell,Texas A&M University,401100.0,05/01/1974,Research project focused on Chemical and Physical Oceanography of the Antarctic         Circumpolar Current and Frontal Zones- I. Observations in   Drake Passage and Scotia Sea at Texas A&M University.
7414953,Dilute Solutions of Polymers Containing Long Rigid Chain    Links,Unknown Faculty,Carnegie-Mellon University,105000.0,09/01/1974,Research project focused on Dilute Solutions of Polymers Containing Long Rigid Chain    Links at Carnegie-Mellon University.
7414960,Animal Waste Conversion Systems Based on the Use of Thermal Discharges With By-Product Recovery and Recycling,Larry Boersma,Oregon State University,206300.0,05/17/1974,Research project focused on Animal Waste Conversion Systems Based on the Use of Thermal Discharges With By-Product Recovery and Recycling at Oregon State University.
7414962,Unsteady Free Convection,Ronald J Adrian,University of Illinois at Urbana-Champaign,90000.0,09/01/1974,Research project focused on Unsteady Free Convection at University of Illinois at Urbana-Champaign.
7414966,Dynamics of the Reaction of Oxygen Atoms With Molecular     Hydrogen,Unknown Faculty,Wayne State University,60000.0,01/01/1975,Research project focused on Dynamics of the Reaction of Oxygen Atoms With Molecular     Hydrogen at Wayne State University.
7414967,Regulation of Metabolism in Parasitic Helminths,Ben Harris,University of North Texas,38000.0,01/01/1975,Research project focused on Regulation of Metabolism in Parasitic Helminths at University of North Texas.
7414968,Collision Processes Involving Metastable Atoms and Molecules,Felix T Smith,SRI International,111000.0,06/01/1974,Research project focused on Collision Processes Involving Metastable Atoms and Molecules at SRI International.
7414975,A Study of Barriers to Commercialization of R&D ImprovemenTs in Coal Extraction,Unknown Faculty,Arthur D Little Inc,53700.0,06/28/1974,Research project focused on A Study of Barriers to Commercialization of R&D ImprovemenTs in Coal Extraction at Arthur D Little Inc.
7414977,Trace Element Distributions in the South China Sea,Kwan M Chan,California State University-Long Beach,14700.0,03/01/1975,Research project focused on Trace Element Distributions in the South China Sea at California State University-Long Beach.
7414978,"Structure, Motion and Stability of Flows With Concentrated  Vorticity",Unknown Faculty,Massachusetts Institute of Technology,67100.0,09/01/1975,"Research project focused on Structure, Motion and Stability of Flows With Concentrated  Vorticity at Massachusetts Institute of Technology."
7415008,Protein Folding and Assembly in Relation to Cell Function,Sherman Beychok,Columbia University,135000.0,05/01/1974,Research project focused on Protein Folding and Assembly in Relation to Cell Function at Columbia University.
7415012,A National Data Program For Sociology,James A Davis,National Opinion Research Center,626400.0,10/01/1974,Research project focused on A National Data Program For Sociology at National Opinion Research Center.
7415016,Uses of Audio Natural Language Processing in Computer-      Assisted Instruction,Patrick Suppes,Stanford University,958000.0,07/01/1974,Research project focused on Uses of Audio Natural Language Processing in Computer-      Assisted Instruction at Stanford University.
7415019,Cell Cycle in Dictyostelium Discoideum,David R Soll,University of Iowa,59300.0,09/01/1974,Research project focused on Cell Cycle in Dictyostelium Discoideum at University of Iowa.
7415020,Theoretical Studies of Laser-Produced Plasmas and Complex   Occuring in Other Pulsed Nuclear Schemes,Derek A Tidman,"University of Maryland, College Park",40000.0,02/15/1975,"Research project focused on Theoretical Studies of Laser-Produced Plasmas and Complex   Occuring in Other Pulsed Nuclear Schemes at University of Maryland, College Park."
7415024,Coordination of Environmental and Land Use Controls,Fred P Bosselman,Ross Hardies Okeefe Babcock and Parsons,336800.0,06/01/1974,Research project focused on Coordination of Environmental and Land Use Controls at Ross Hardies Okeefe Babcock and Parsons.
7415027,Bargaining and Coalition Formation- Theory and Data,Unknown Faculty,University of North Carolina at Chapel Hill,85000.0,09/01/1974,Research project focused on Bargaining and Coalition Formation- Theory and Data at University of North Carolina at Chapel Hill.
7415034,A Master's of Science Program in the Conservation of        Artistic and Historic Objects,Peter G Sparks,University of Delaware,98135.0,05/01/1974,Research project focused on A Master's of Science Program in the Conservation of        Artistic and Historic Objects at University of Delaware.
7415036,Restructuring the Undergraduate Learning Environment (Rule),Eileen T Handelman,Simon's Rock of Bard College,483330.0,05/31/1974,Research project focused on Restructuring the Undergraduate Learning Environment (Rule) at Simon's Rock of Bard College.
7415040,Minority Institutions Science Improvement Program-IndividualInstitutional Project,Patrick L Gore,Bacone College,131216.0,06/01/1974,Research project focused on Minority Institutions Science Improvement Program-IndividualInstitutional Project at Bacone College.
7415043,Expermtl Proj For Increasing the Flow of Ethnic Minorities  Into Sci,Winston C Doby,University of California-Los Angeles,141765.0,07/01/1974,Research project focused on Expermtl Proj For Increasing the Flow of Ethnic Minorities  Into Sci at University of California-Los Angeles.
7415045,Problem-Solving Strategies and Applications of Mathematics  In the Second Curriculum,Unknown Faculty,Indiana University,398045.0,04/15/1974,Research project focused on Problem-Solving Strategies and Applications of Mathematics  In the Second Curriculum at Indiana University.
7415047,Development of Resource Books For Middle School Mathematics Teachers,Alan R Hoffer,University of Oregon Eugene,572916.0,03/15/1974,Research project focused on Development of Resource Books For Middle School Mathematics Teachers at University of Oregon Eugene.
7415060,Basic Studies Using a Series of Atomization Chambers For    Improved Analytical Methods,Ray Woodriff,Montana State University,59400.0,05/01/1975,Research project focused on Basic Studies Using a Series of Atomization Chambers For    Improved Analytical Methods at Montana State University.
7415062,International Southern Ocean Studies: Investigation of      Physical Oceanography of Northwestern Scotia Sea and        Falkland Plateau,Unknown Faculty,Columbia University Lamont Doherty Earth Observatory,185300.0,04/01/1974,Research project focused on International Southern Ocean Studies: Investigation of      Physical Oceanography of Northwestern Scotia Sea and        Falkland Plateau at Columbia University Lamont Doherty Earth Observatory.
7415063,International Southern Ocean Studies: Laboratory Modelling  Studies O Th Antarcti Circumpolar Current,Tony Maxworthy,University of Southern California,65800.0,04/01/1974,Research project focused on International Southern Ocean Studies: Laboratory Modelling  Studies O Th Antarcti Circumpolar Current at University of Southern California.
7415071,Doctoral Dissertation Research in Anthropology,Stuart Struever,Northwestern University,4200.0,06/01/1974,Research project focused on Doctoral Dissertation Research in Anthropology at Northwestern University.
7415075,Crystallographic Study of the Structure of Initiator Trna,Paul B Sigler,University of Chicago,161000.0,07/01/1974,Research project focused on Crystallographic Study of the Structure of Initiator Trna at University of Chicago.
7415078,Cyclotron Studies of Knock-Out Reactions,D. W Devins,Indiana University,26300.0,02/01/1975,Research project focused on Cyclotron Studies of Knock-Out Reactions at Indiana University.
